State,Soil Type,Previous Crop,Fertilizer Used,Water Hardness,Livestock,Resources,Temperature,Rainfall,Recommend Crop,Required Water,Required Fertilizer,Crop Protection Tip,Limited Resources Tip,Predicted Disease,Disease Prevention Tip
Jharkhand,Clay,Mango,NPK,Hard,None,None,24,2,Mango,3500,NPK: 140 kg/ha,Fence fields for cattle,Practice intercropping,Blast in rice,Use resistant varieties
Jharkhand,Red Laterite,Millets,DAP,Hard,Poultry,Rake,37,3,Millets,1600,NPK: 90 kg/ha,Use organic pesticides,Practice intercropping,Rust in wheat,Ensure proper drainage
Jharkhand,Loamy,Wheat,NPK,Soft,Pigs,Seed Drill,35,1,Wheat,2000,Urea: 80 kg/ha,Use organic pesticides,Apply mulching,Wilt in tomato,Use resistant varieties
Jharkhand,Clay,Mango,Urea,Soft,Pigs,None,34,3,Mango,3500,NPK: 140 kg/ha,Use organic pesticides,Apply mulching,Rust in wheat,Use resistant varieties
Jharkhand,Sandy,Wheat,NPK,Soft,Buffalo,Seed Drill,25,3,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Use resistant varieties
Jharkhand,Loamy,Potato,Compost,Soft,Cattle,None,36,3,Potato,3000,Compost: 1800 kg/ha,Use netting for birds,Apply mulching,Blast in rice,Apply fungicides
Jharkhand,Loamy,Millets,Compost,Hard,Goats,Rake,31,3,Millets,1600,NPK: 90 kg/ha,Use organic pesticides,Use rainwater harvesting,Rust in wheat,Use resistant varieties
Jharkhand,Clay,Mustard,NPK,Hard,Pigs,Sprayer,18,3,Mustard,1800,DAP: 110 kg/ha,Fence fields for cattle,Use rainwater harvesting,Rust in wheat,Apply fungicides
Jharkhand,Loamy,Potato,DAP,Hard,Goats,None,36,2,Potato,3000,Compost: 1800 kg/ha,Use organic pesticides,Practice intercropping,Blast in rice,Use resistant varieties
Jharkhand,Red Laterite,Mustard,Urea,Hard,None,Sprayer,31,2,Mustard,1800,DAP: 110 kg/ha,Use organic pesticides,Use rainwater harvesting,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Sandy,Wheat,Urea,Soft,Cattle,Thrasher,31,2,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Use rainwater harvesting,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Loamy,Millets,NPK,Soft,Cattle,Power Weeder,39,3,Millets,1600,NPK: 90 kg/ha,Use netting for birds,Practice intercropping,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Clay,Potato,Compost,Soft,Cattle,None,29,1,Potato,3000,Compost: 1800 kg/ha,Use netting for birds,Practice intercropping,Wilt in tomato,Apply fungicides
Jharkhand,Clay,Maize,Urea,Soft,Poultry,Cultivator,23,2,Maize,2200,DAP: 130 kg/ha,Use netting for birds,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Wheat,Urea,Hard,None,Thrasher,29,2,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Use rainwater harvesting,Leaf Spot in groundnut,Ensure proper drainage
Jharkhand,Clay,Rice,NPK,Soft,Poultry,Seed Drill,28,2,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Use rainwater harvesting,Wilt in tomato,Ensure proper drainage
Jharkhand,Loamy,Maize,NPK,Hard,Buffalo,Sprayer,15,2,Maize,2200,DAP: 130 kg/ha,Fence fields for cattle,Use rainwater harvesting,Wilt in tomato,Ensure proper drainage
Jharkhand,Loamy,Tomato,DAP,Hard,Buffalo,None,25,1,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Apply mulching,Wilt in tomato,Ensure proper drainage
Jharkhand,Sandy,Wheat,Compost,Soft,None,Thrasher,38,1,Wheat,2000,Urea: 80 kg/ha,Fence fields for cattle,Apply mulching,Blight in maize,Ensure proper drainage
Jharkhand,Sandy,Groundnut,NPK,Soft,Pigs,Power Tiller,34,1,Groundnut,2400,Compost: 1500 kg/ha,Use organic pesticides,Apply mulching,Rust in wheat,Use resistant varieties
Jharkhand,Sandy,Pulses,Urea,Soft,Pigs,Seed Drill,25,1,Pulses,1800,Compost: 1200 kg/ha,Use netting for birds,Use rainwater harvesting,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Loamy,Millets,Compost,Hard,Cattle,Plough,38,1,Millets,1600,NPK: 90 kg/ha,Use organic pesticides,Use rainwater harvesting,Wilt in tomato,Use resistant varieties
Jharkhand,Loamy,Wheat,Compost,Soft,Buffalo,Thrasher,18,3,Wheat,2000,Urea: 80 kg/ha,Fence fields for cattle,Use rainwater harvesting,Blight in maize,Apply fungicides
Jharkhand,Loamy,Groundnut,Urea,Hard,Poultry,Power Tiller,32,1,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Apply mulching,Blast in rice,Apply fungicides
Jharkhand,Red Laterite,Potato,Compost,Soft,Goats,None,24,1,Potato,3000,Compost: 1800 kg/ha,Use organic pesticides,Practice intercropping,Wilt in tomato,Use resistant varieties
Jharkhand,Red Laterite,Maize,NPK,Hard,Cattle,Power Tiller,30,3,Maize,2200,DAP: 130 kg/ha,Use organic pesticides,Apply mulching,Blight in maize,Use resistant varieties
Jharkhand,Red Laterite,Tomato,Compost,Hard,None,None,16,1,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Apply mulching,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Loamy,Pulses,NPK,Soft,Cattle,Seed Drill,32,2,Pulses,1800,Compost: 1200 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Ensure proper drainage
Jharkhand,Loamy,Pulses,Urea,Soft,Poultry,Brush Cutter,40,2,Pulses,1800,Compost: 1200 kg/ha,Fence fields for cattle,Practice intercropping,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Clay,Maize,NPK,Hard,Goats,Combine,31,2,Maize,2200,DAP: 130 kg/ha,Fence fields for cattle,Practice intercropping,Blast in rice,Apply fungicides
Jharkhand,Red Laterite,Rice,NPK,Hard,Poultry,Power Tiller,29,2,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Practice intercropping,Blight in maize,Use resistant varieties
Jharkhand,Sandy,Tomato,Urea,Soft,Goats,None,19,3,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Use rainwater harvesting,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Clay,Wheat,Urea,Hard,Poultry,Harvester,37,3,Wheat,2000,Urea: 80 kg/ha,Use organic pesticides,Practice intercropping,Blight in maize,Ensure proper drainage
Jharkhand,Loamy,Mustard,Compost,Hard,Cattle,Sprayer,36,3,Mustard,1800,DAP: 110 kg/ha,Use organic pesticides,Apply mulching,Blast in rice,Ensure proper drainage
Jharkhand,Loamy,Mango,NPK,Hard,Pigs,None,32,1,Mango,3500,NPK: 140 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Apply fungicides
Jharkhand,Loamy,Rice,DAP,Hard,Cattle,Seed Drill,21,2,Rice,5000,Urea: 100 kg/ha,Use organic pesticides,Apply mulching,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Loamy,Groundnut,Urea,Hard,Cattle,Power Tiller,29,2,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Practice intercropping,Leaf Spot in groundnut,Ensure proper drainage
Jharkhand,Clay,Mustard,DAP,Soft,Cattle,Plough,35,3,Mustard,1800,DAP: 110 kg/ha,Fence fields for cattle,Use rainwater harvesting,Blight in maize,Ensure proper drainage
Jharkhand,Sandy,Mango,Urea,Hard,Cattle,None,39,2,Mango,3500,NPK: 140 kg/ha,Fence fields for cattle,Practice intercropping,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Sandy,Rice,DAP,Hard,None,Power Tiller,24,2,Rice,5000,Urea: 100 kg/ha,Use organic pesticides,Apply mulching,Blight in maize,Apply fungicides
Jharkhand,Loamy,Mango,Urea,Soft,Pigs,None,15,1,Mango,3500,NPK: 140 kg/ha,Use organic pesticides,Apply mulching,Blight in maize,Use resistant varieties
Jharkhand,Red Laterite,Wheat,Urea,Soft,Buffalo,Plough,38,1,Wheat,2000,Urea: 80 kg/ha,Fence fields for cattle,Use rainwater harvesting,Rust in wheat,Ensure proper drainage
Jharkhand,Loamy,Millets,Compost,Soft,Cattle,Plough,21,3,Millets,1600,NPK: 90 kg/ha,Fence fields for cattle,Practice intercropping,Rust in wheat,Use resistant varieties
Jharkhand,Clay,Rice,Compost,Hard,Poultry,Plough,32,3,Rice,5000,Urea: 100 kg/ha,Use organic pesticides,Apply mulching,Wilt in tomato,Ensure proper drainage
Jharkhand,Loamy,Pulses,Compost,Hard,None,Seed Drill,29,3,Pulses,1800,Compost: 1200 kg/ha,Use organic pesticides,Practice intercropping,Blight in maize,Apply fungicides
Jharkhand,Sandy,Tomato,DAP,Soft,Poultry,None,33,2,Tomato,3200,NPK: 120 kg/ha,Use organic pesticides,Apply mulching,Blast in rice,Use resistant varieties
Jharkhand,Sandy,Pulses,NPK,Soft,Cattle,Power Tiller,15,1,Pulses,1800,Compost: 1200 kg/ha,Use organic pesticides,Apply mulching,Blight in maize,Ensure proper drainage
Jharkhand,Clay,Tomato,Urea,Soft,Buffalo,None,31,3,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Practice intercropping,Blast in rice,Use resistant varieties
Jharkhand,Loamy,Maize,Compost,Soft,Poultry,Power Tiller,32,1,Maize,2200,DAP: 130 kg/ha,Use organic pesticides,Use rainwater harvesting,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Red Laterite,Groundnut,DAP,Hard,None,Power Tiller,25,1,Groundnut,2400,Compost: 1500 kg/ha,Use organic pesticides,Practice intercropping,Leaf Spot in groundnut,Ensure proper drainage
Jharkhand,Clay,Groundnut,NPK,Hard,Pigs,Power Tiller,19,3,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Practice intercropping,Blast in rice,Use resistant varieties
Jharkhand,Sandy,Millets,Urea,Soft,Poultry,Rake,27,2,Millets,1600,NPK: 90 kg/ha,Use netting for birds,Apply mulching,Blast in rice,Use resistant varieties
Jharkhand,Red Laterite,Potato,Compost,Hard,Goats,None,40,2,Potato,3000,Compost: 1800 kg/ha,Use netting for birds,Use rainwater harvesting,Blast in rice,Use resistant varieties
Jharkhand,Clay,Millets,DAP,Soft,Cattle,Rake,31,3,Millets,1600,NPK: 90 kg/ha,Fence fields for cattle,Practice intercropping,Rust in wheat,Ensure proper drainage
Jharkhand,Clay,Pulses,NPK,Soft,Pigs,Brush Cutter,40,2,Pulses,1800,Compost: 1200 kg/ha,Fence fields for cattle,Practice intercropping,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Red Laterite,Tomato,Urea,Soft,None,None,37,3,Tomato,3200,NPK: 120 kg/ha,Fence fields for cattle,Use rainwater harvesting,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Red Laterite,Maize,DAP,Hard,Buffalo,Cultivator,39,2,Maize,2200,DAP: 130 kg/ha,Fence fields for cattle,Use rainwater harvesting,Rust in wheat,Ensure proper drainage
Jharkhand,Red Laterite,Tomato,Compost,Hard,Goats,None,16,1,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Practice intercropping,Blast in rice,Ensure proper drainage
Jharkhand,Sandy,Rice,Urea,Soft,Pigs,Plough,35,3,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Practice intercropping,Blast in rice,Apply fungicides
Jharkhand,Clay,Potato,DAP,Hard,Goats,None,38,2,Potato,3000,Compost: 1800 kg/ha,Fence fields for cattle,Practice intercropping,Rust in wheat,Apply fungicides
Jharkhand,Clay,Mango,DAP,Soft,Buffalo,None,23,3,Mango,3500,NPK: 140 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Use resistant varieties
Jharkhand,Loamy,Tomato,Compost,Hard,Pigs,None,33,2,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Use resistant varieties
Jharkhand,Clay,Potato,NPK,Soft,None,None,32,3,Potato,3000,Compost: 1800 kg/ha,Use organic pesticides,Practice intercropping,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Clay,Pulses,DAP,Soft,Poultry,Power Tiller,32,3,Pulses,1800,Compost: 1200 kg/ha,Use organic pesticides,Use rainwater harvesting,Blast in rice,Ensure proper drainage
Jharkhand,Red Laterite,Wheat,Compost,Soft,Poultry,Thrasher,24,3,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Red Laterite,Pulses,Compost,Soft,Cattle,Brush Cutter,30,3,Pulses,1800,Compost: 1200 kg/ha,Use netting for birds,Apply mulching,Blight in maize,Apply fungicides
Jharkhand,Red Laterite,Mustard,DAP,Soft,Goats,Sprayer,25,3,Mustard,1800,DAP: 110 kg/ha,Fence fields for cattle,Apply mulching,Blight in maize,Apply fungicides
Jharkhand,Loamy,Tomato,DAP,Soft,Poultry,None,17,1,Tomato,3200,NPK: 120 kg/ha,Fence fields for cattle,Use rainwater harvesting,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Loamy,Mustard,Compost,Hard,Buffalo,Sprayer,18,2,Mustard,1800,DAP: 110 kg/ha,Use netting for birds,Apply mulching,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Clay,Mustard,NPK,Soft,Goats,Sprayer,36,2,Mustard,1800,DAP: 110 kg/ha,Use netting for birds,Practice intercropping,Rust in wheat,Ensure proper drainage
Jharkhand,Sandy,Groundnut,Compost,Soft,Poultry,Power Tiller,22,2,Groundnut,2400,Compost: 1500 kg/ha,Use netting for birds,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Groundnut,Compost,Soft,Pigs,Sprayer,17,3,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Apply mulching,Blight in maize,Ensure proper drainage
Jharkhand,Loamy,Pulses,Compost,Hard,Goats,Thrasher,35,3,Pulses,1800,Compost: 1200 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Ensure proper drainage
Jharkhand,Red Laterite,Rice,NPK,Soft,Goats,Combine,20,1,Rice,5000,Urea: 100 kg/ha,Fence fields for cattle,Practice intercropping,Rust in wheat,Use resistant varieties
Jharkhand,Sandy,Wheat,Urea,Soft,Buffalo,Seed Drill,18,3,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Use rainwater harvesting,Blight in maize,Ensure proper drainage
Jharkhand,Sandy,Mustard,Compost,Soft,Goats,Plough,20,3,Mustard,1800,DAP: 110 kg/ha,Use organic pesticides,Use rainwater harvesting,Rust in wheat,Ensure proper drainage
Jharkhand,Loamy,Potato,NPK,Hard,None,None,17,2,Potato,3000,Compost: 1800 kg/ha,Use organic pesticides,Practice intercropping,Wilt in tomato,Apply fungicides
Jharkhand,Sandy,Wheat,DAP,Soft,Poultry,Seed Drill,39,2,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Practice intercropping,Blight in maize,Apply fungicides
Jharkhand,Loamy,Tomato,NPK,Soft,Pigs,None,34,1,Tomato,3200,NPK: 120 kg/ha,Fence fields for cattle,Use rainwater harvesting,Blight in maize,Apply fungicides
Jharkhand,Sandy,Mango,Urea,Hard,Goats,None,31,2,Mango,3500,NPK: 140 kg/ha,Fence fields for cattle,Practice intercropping,Blast in rice,Use resistant varieties
Jharkhand,Loamy,Tomato,DAP,Soft,Goats,None,16,3,Tomato,3200,NPK: 120 kg/ha,Use organic pesticides,Practice intercropping,Blast in rice,Use resistant varieties
Jharkhand,Loamy,Millets,NPK,Soft,Poultry,Plough,21,1,Millets,1600,NPK: 90 kg/ha,Use netting for birds,Use rainwater harvesting,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Loamy,Groundnut,NPK,Hard,Buffalo,Harvester,28,2,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Use rainwater harvesting,Blight in maize,Apply fungicides
Jharkhand,Red Laterite,Tomato,DAP,Hard,Buffalo,None,40,2,Tomato,3200,NPK: 120 kg/ha,Fence fields for cattle,Apply mulching,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Mango,Urea,Soft,Goats,None,37,3,Mango,3500,NPK: 140 kg/ha,Fence fields for cattle,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Rice,NPK,Soft,Goats,Combine,25,2,Rice,5000,Urea: 100 kg/ha,Use netting for birds,Apply mulching,Blast in rice,Use resistant varieties
Jharkhand,Red Laterite,Potato,DAP,Soft,None,None,15,3,Potato,3000,Compost: 1800 kg/ha,Use organic pesticides,Apply mulching,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Sandy,Rice,Compost,Hard,Cattle,Plough,35,3,Rice,5000,Urea: 100 kg/ha,Use organic pesticides,Practice intercropping,Leaf Spot in groundnut,Ensure proper drainage
Jharkhand,Sandy,Pulses,Urea,Hard,Goats,Seed Drill,33,3,Pulses,1800,Compost: 1200 kg/ha,Use netting for birds,Apply mulching,Blight in maize,Apply fungicides
Jharkhand,Sandy,Mango,Urea,Hard,None,None,21,2,Mango,3500,NPK: 140 kg/ha,Use organic pesticides,Practice intercropping,Blight in maize,Use resistant varieties
Jharkhand,Sandy,Groundnut,DAP,Hard,Goats,Sprayer,29,3,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Use rainwater harvesting,Blight in maize,Use resistant varieties
Jharkhand,Loamy,Maize,Urea,Hard,Poultry,Cultivator,17,3,Maize,2200,DAP: 130 kg/ha,Fence fields for cattle,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Groundnut,Urea,Soft,Poultry,Sprayer,27,2,Groundnut,2400,Compost: 1500 kg/ha,Fence fields for cattle,Use rainwater harvesting,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Tomato,NPK,Soft,Cattle,None,16,3,Tomato,3200,NPK: 120 kg/ha,Use organic pesticides,Use rainwater harvesting,Wilt in tomato,Use resistant varieties
Jharkhand,Red Laterite,Rice,Compost,Hard,Poultry,Seed Drill,36,2,Rice,5000,Urea: 100 kg/ha,Fence fields for cattle,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Red Laterite,Mango,DAP,Hard,Buffalo,None,33,3,Mango,3500,NPK: 140 kg/ha,Use organic pesticides,Apply mulching,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Rice,NPK,Hard,Poultry,Power Tiller,40,1,Rice,5000,Urea: 100 kg/ha,Fence fields for cattle,Apply mulching,Blast in rice,Ensure proper drainage
Jharkhand,Clay,Tomato,NPK,Soft,Pigs,None,31,1,Tomato,3200,NPK: 120 kg/ha,Fence fields for cattle,Practice intercropping,Blight in maize,Apply fungicides
Jharkhand,Red Laterite,Mango,Compost,Hard,Pigs,None,38,1,Mango,3500,NPK: 140 kg/ha,Use netting for birds,Use rainwater harvesting,Wilt in tomato,Ensure proper drainage
Jharkhand,Red Laterite,Maize,Compost,Soft,Poultry,Combine,24,1,Maize,2200,DAP: 130 kg/ha,Use organic pesticides,Apply mulching,Rust in wheat,Apply fungicides
Jharkhand,Red Laterite,Wheat,Urea,Hard,Poultry,Seed Drill,40,3,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Use rainwater harvesting,Rust in wheat,Use resistant varieties
Jharkhand,Clay,Tomato,Urea,Soft,Goats,None,30,2,Tomato,3200,NPK: 120 kg/ha,Fence fields for cattle,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Clay,Wheat,Urea,Hard,Pigs,Seed Drill,23,2,Wheat,2000,Urea: 80 kg/ha,Use netting for birds,Practice intercropping,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Clay,Mustard,Compost,Soft,Cattle,Sprayer,23,2,Mustard,1800,DAP: 110 kg/ha,Fence fields for cattle,Practice intercropping,Wilt in tomato,Ensure proper drainage
Jharkhand,Sandy,Potato,Urea,Hard,Poultry,None,30,1,Potato,3000,Compost: 1800 kg/ha,Use organic pesticides,Apply mulching,Blast in rice,Apply fungicides
Jharkhand,Red Laterite,Maize,Urea,Hard,Poultry,Cultivator,40,3,Maize,2200,DAP: 130 kg/ha,Fence fields for cattle,Use rainwater harvesting,Leaf Spot in groundnut,Ensure proper drainage
Jharkhand,Sandy,Tomato,Compost,Hard,Cattle,None,31,1,Tomato,3200,NPK: 120 kg/ha,Use netting for birds,Practice intercropping,Blast in rice,Ensure proper drainage
Jharkhand,Clay,Potato,NPK,Soft,Pigs,None,19,2,Potato,3000,Compost: 1800 kg/ha,Fence fields for cattle,Practice intercropping,Blight in maize,Apply fungicides
Jharkhand,Red Laterite,Groundnut,DAP,Hard,Buffalo,Power Tiller,37,1,Groundnut,2400,Compost: 1500 kg/ha,Use organic pesticides,Practice intercropping,Rust in wheat,Apply fungicides
Jharkhand,Red Laterite,Pulses,Compost,Soft,Buffalo,Power Tiller,37,1,Pulses,1800,Compost: 1200 kg/ha,Use organic pesticides,Apply mulching,Blight in maize,Use resistant varieties
Jharkhand,Red Laterite,Mustard,Compost,Hard,Cattle,Thrasher,24,2,Mustard,1800,DAP: 110 kg/ha,Use netting for birds,Use rainwater harvesting,Blast in rice,Use resistant varieties
Jharkhand,Loamy,Mango,NPK,Soft,Pigs,None,33,2,Mango,3500,NPK: 140 kg/ha,Fence fields for cattle,Apply mulching,Leaf Spot in groundnut,Apply fungicides
Jharkhand,Loamy,Mustard,Compost,Hard,Poultry,Cultivator,34,3,Mustard,1800,DAP: 110 kg/ha,Use organic pesticides,Practice intercropping,Rust in wheat,Ensure proper drainage
Jharkhand,Clay,Pulses,NPK,Soft,Poultry,Thrasher,40,2,Pulses,1800,Compost: 1200 kg/ha,Use organic pesticides,Use rainwater harvesting,Blast in rice,Use resistant varieties
Jharkhand,Red Laterite,Maize,Compost,Hard,Goats,Sprayer,15,1,Maize,2200,DAP: 130 kg/ha,Use organic pesticides,Use rainwater harvesting,Rust in wheat,Ensure proper drainage
Jharkhand,Loamy,Tomato,Urea,Soft,None,None,19,2,Tomato,3200,NPK: 120 kg/ha,Use organic pesticides,Apply mulching,Rust in wheat,Use resistant varieties
Jharkhand,Red Laterite,Pulses,NPK,Soft,Pigs,Power Tiller,34,3,Pulses,1800,Compost: 1200 kg/ha,Use organic pesticides,Practice intercropping,Rust in wheat,Use resistant varieties
Jharkhand,Clay,Wheat,NPK,Soft,Buffalo,Seed Drill,38,1,Wheat,2000,Urea: 80 kg/ha,Use organic pesticides,Use rainwater harvesting,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Loamy,Rice,DAP,Soft,Pigs,Power Tiller,36,1,Rice,5000,Urea: 100 kg/ha,Fence fields for cattle,Use rainwater harvesting,Blast in rice,Use resistant varieties
Jharkhand,Clay,Mustard,DAP,Hard,Pigs,Thrasher,15,2,Mustard,1800,DAP: 110 kg/ha,Use netting for birds,Apply mulching,Rust in wheat,Use resistant varieties
Jharkhand,Sandy,Potato,Compost,Soft,Goats,None,31,3,Potato,3000,Compost: 1800 kg/ha,Use netting for birds,Use rainwater harvesting,Leaf Spot in groundnut,Use resistant varieties
Jharkhand,Sandy,Potato,NPK,Hard,Pigs,None,38,3,Potato,3000,Compost: 1800 kg/ha,Fence fields for cattle,Practice intercropping,Blast in rice,Ensure proper drainage
